seriesuid,coordX,coordY,coordZ,diam,probability
489,32.6990656809391,26.7257685736258,-21.02115581787109,4.767489334328977,0.9998832335194894
489,73.70501061927251,70.40714270093301,-36.3808626965332,5.4239272739779745,0.9997214787339389
489,-68.70060341238815,46.06106949625243,-148.6115355328369,6.015724495211513,0.9783358163738572
489,-71.13674298889265,43.91205581823303,-146.7090220288086,8.920336792577192,0.7253212900220171
489,29.526862955939293,23.355277362061287,-25.118579371337887,17.36199146109773,0.7004184671966907
489,-75.78524195028905,34.454200515901874,-61.89977596557617,6.085137352942052,0.3901813704876165
841,75.66357522418213,-78.75766038894653,-212.36925888061523,6.130018278186386,0.9989754984006345
841,-78.48653883526612,80.72492122650146,-89.91827774047852,9.522280147694065,0.9778867837475074
841,-103.06190342495728,16.923515796661377,-107.47961807250977,6.145811205773577,0.9270886068779715
841,95.6983461897583,-39.50039863586426,-259.632981300354,9.276924865501226,0.9073828111014156
841,-67.27433652470398,31.973154544830322,-195.29296684265137,6.018994063049167,0.83851085797481
841,-91.50298804829407,0.286867618560791,-225.95415878295898,9.399892153446421,0.7748012764452314
841,-67.62250871250916,72.38269329071045,-214.92216873168945,6.161493143488315,0.7679318673730036
841,93.41404824664306,-39.5971405506134,-262.25660610198975,9.450078297450831,0.7155789146342663
841,-83.08804542610932,59.789700508117676,-155.61550903320312,4.587845248259671,0.4904179293808443
841,-19.281270213821415,80.00130414962769,-178.73883056640625,4.857844579603764,0.45521599947644187
841,20.971380762359615,-48.34341645240784,-155.25530624389648,4.899235201195985,0.452685735291721
841,-79.10322160313416,83.45300674438477,-87.69146728515625,7.490571828010317,0.39240163784468485
841,-87.7752056796341,0.2701091766357422,-223.31293869018555,4.754457349597127,0.3516316950948754
841,-91.42950625012207,23.819046020507812,-126.5797119140625,19.434320080544133,0.3219361312421743
056,-86.20344985375175,-52.754810310471214,-129.3171123205566,5.565309673435398,0.9996396462196416
056,-104.56151627914403,-25.934917717060955,-254.82661282409663,8.126281392236502,0.9726199938417083
056,-73.33817912568827,-22.482695052638803,-159.0040782629394,5.10641270190172,0.9566207483547994
056,-21.151055509296725,15.390944175105403,-238.42008625854487,5.794214030529198,0.9339838374360183
056,115.37185528087923,-74.00574480826282,-270.85574185241694,8.552267755936303,0.9166120881013119
056,-29.03900461360297,81.45962606116854,-238.3075908361816,5.271955142214369,0.826950144043451
056,94.54515745129595,-30.358718601563226,-98.39727436889643,5.287019272080938,0.8148252478052891
056,-60.74466371756114,-38.57712991040745,-146.12455403198237,5.335938864389682,0.4870431695781953
056,-88.94821542080115,25.81999430373952,-262.2170165716552,4.54026864358319,0.4753130234658313
056,-52.88277586555648,37.876445318146295,-89.92223774780268,4.8831691192966025,0.4288187869949527
056,-104.81762103431481,5.921648009323405,-114.23727070678706,4.500685257080132,0.4275296281582367
056,118.15517860884268,-73.84621863383865,-273.7414745031738,4.657862144079453,0.4003960330445024
056,-108.81607327314748,13.648118647513627,-142.56340062011714,4.535802075837664,0.36180351240547176
056,-73.3897536993685,-24.76264943641246,-161.71794926513667,4.782043820668384,0.34761540394826507
056,-21.01245200809842,17.37977687371648,-241.30712544311518,4.998690657422019,0.31394669610395987
134,-28.386310390731808,-49.048558473587036,-223.29249920434575,4.703257781030844,0.9707259110820011
134,0.38442606518555067,-0.4402148723602295,-288.5817867714844,4.697215518715944,0.9208054968531924
134,-47.937833122512814,70.6195592880249,-75.49819531030278,4.736066713808872,0.8089307076138387
134,120.70521111080933,-16.81460738182068,-208.7732559639893,5.586381733317825,0.8002217716663802
