35,None,-137.5005674,-21.65360391,-152.0366379,4.362886498,-1
35,None,59.89735907,41.71051844,-96.24057315,4.355658900,-1
42,None,-72.83218702,24.89329087,-51.72437324,4.912791975,-1
56,None,-86.89844846,-53.10326995,-130.0891571,5.118825049,-1
69,None,-61.38042695,-72.80237271,-230.3742024,5.174837024,-1
69,None,31.31603013,-141.7597373,-93.9202978,3.393985464,-1
69,None,75.17419134,-76.43875411,-262.349883,4.054585195,-1
69,None,79.7279097,-236.1324625,-149.6524383,4.732833115,-1
119,None,-73.28217211,46.20627483,-185.2274411,6.022565899,-1
222,None,-46.82137782,80.98240214,-109.2275388,5.562150111,-1
237,None,56.58885682,-67.46153204,-77.34666348,3.270466947,-1
237,None,38.83601126,104.8736883,-72.04062367,6.409813214,-1
258,None,-103.0536882,-65.26580979,-118.3045242,4.286161529,-1
273,None,16.03531414,67.91292767,-31.29420185,3.887997704,-1
280,None,-65.24188146,-2.009534031,-154.5988093,5.611381537,-1
280,None,-44.35081815,-2.878997069,-80.20624421,6.734930528,-1
280,None,114.1812202,39.58850481,-77.01551257,6.554327379,-1
280,None,76.62464946,-2.190466163,-170.1541606,5.512269698,-1
337,None,-100.8609071,15.28935029,-182.4603409,4.991628467,-1
339,None,-24.80602777,185.3534746,-545.8419781,4.355305398,-1
360,None,51.29471463,12.62769201,-44.86446771,4.761221031,-1
380,None,-90.00339918,-218.9498337,-205.0745819,4.651863660,-1
383,None,-108.0795881,-70.76676061,-138.1757851,4.341588419,-1
383,None,-113.1622011,35.11715185,-166.5081249,4.635624615,-1
383,None,-100.2598962,-60.33797935,-135.0709524,3.923712299,-1
402,None,-59.75176891,-45.51209719,-84.77197151,5.529811480,-1
444,None,73.76386971,56.33474997,-111.8408463,4.084912815,-1
553,None,135.3036242,-21.79208926,-239.4086072,4.543071313,-1
574,None,-64.08984827,-185.1943695,-176.461318,3.556818181,-1
612,None,-6.607170093,22.55937329,-143.7929641,9.484890340,-1
612,None,116.8024039,-1.291850522,-197.5054168,4.666322736,-1
612,None,119.2088976,-11.4328236,-208.2932951,6.853377495,-1
612,None,111.5336493,-37.25625083,-238.8281758,5.772283337,-1
612,None,95.99601184,-23.33441995,-157.7220192,4.835148932,-1
676,None,-76.00397264,-74.92869851,-144.3113557,3.832603383,-1
688,None,-107.5159318,-106.6040007,-155.5003217,5.324346110,-1
698,None,-36.77629406,-34.59533297,-60.9137866,6.217909816,-1
762,None,103.1762058,62.99828473,-152.2623412,5.210020858,-1
813,None,59.76390847,195.5534644,-540.4216151,4.256054820,-1
816,None,97.23149359,-114.9186955,-134.8731105,4.997750194,-1
